sample_id,condition,batch
bbb426a9-806b-4417-a3cd-4dd1b0c87792,1,TCGA-LUAD
bbb88d05-30d4-4619-b3c0-8d2e6b6f295a,1,CPTAC-3
133bfadb-ed2e-4b10-a5bf-46d31ade6dd4,2,TCGA-LUAD
bbbd3cd5-cfd3-418b-ab3a-243de430a5e1,0,TCGA-LUAD
bbd90b7b-3f75-463a-8ae6-1896cfa6e7d7,1,TCGA-LUSC
bbeb2346-45be-4b52-be1d-23a8eca6580b,1,CPTAC-3
bc278946-a5c8-4b1a-a5cc-583ab4ee1420,0,TCGA-LUSC
bc30bab8-b9ed-47cc-8770-a46bb253bb9c,2,CPTAC-3
136ceaee-2156-4f8a-9fb8-250018e9498d,1,TCGA-LUSC
bc6dcc74-df71-4444-bdc8-6d561ed42f64,0,TCGA-LUSC
bc9eb76e-278c-478f-b637-3ad07acec312,1,CGCI-HTMCP-LC
bca264e4-3883-409f-ad4e-f56f81c7c93e,2,TCGA-LUAD
bd1636e9-49de-459a-acc6-4cb0c4a80c45,0,TCGA-LUSC
bd22d4ba-a576-42a6-9fa2-a50657db7c14,1,CPTAC-3
bd820f5e-c8fd-4af5-b81c-2c51715cd759,0,TCGA-LUAD
bdb285cd-8684-4997-84a4-6ec58457817e,1,CPTAC-3
13a1c368-a939-4c81-bb51-8ae31da5ba14,0,TCGA-LUSC
be19e560-e5b5-4cf2-aba3-295335d046c9,2,TCGA-LUSC
be391b79-f680-4e14-aac4-aabb43ed161a,1,CPTAC-3
be7b80c8-2256-4725-a330-7435742aa309,1,TCGA-LUSC
bebca0ac-b673-4d1b-bc34-31806d1b6dff,2,TCGA-LUSC
bf23dc5b-88dc-4af3-93a8-7765f865cf67,2,CPTAC-3
13f74ba9-96c5-4074-9589-3ce0e183c0e9,0,TCGA-LUAD
bfa4b4f5-01cb-483c-9892-b82ef1bc35dd,1,CPTAC-3
bfd852d9-9d72-4a3b-8ef3-e1435ef376fb,1,TCGA-LUSC
bfecde55-3ed3-4977-899b-d7c22b6df15b,2,TCGA-LUAD
c02fdb09-ef01-4162-90dc-e42c0880bc34,0,TCGA-LUSC
c0f64ec6-f928-4ea4-ba0a-01df0b5650f8,2,CDDP_EAGLE-1
c105286e-08ac-4988-85d3-41d5d9f5fdf5,0,TCGA-LUSC
025e4db8-0685-41b5-ab41-cb779890296b,2,CPTAC-3
c140ee8e-c45f-47fb-b214-c3c8cdde972e,0,TCGA-LUAD
c173ece5-20f6-42a1-b855-b5312701b3d0,2,CDDP_EAGLE-1
c1f94292-cee6-4499-bced-568e4a96bbd6,2,CPTAC-3
c20b88fa-32e8-46f5-83c6-0bb9efe1b3f0,2,CPTAC-3
c217e89e-52e0-42ae-ab72-eaec3d7b50d8,1,CPTAC-3
c2315933-2dc3-4f7e-9983-c0697cbc4a0b,1,CPTAC-3
c2a485c5-f871-4337-acdd-63b365a9c8a1,0,TCGA-LUSC
c2cdff0a-7852-47e3-b222-c51289e9d305,0,TCGA-LUSC
c307cc29-dcc4-4065-bcbc-bcce3c87526d,1,CPTAC-3
c335fd50-f3f1-4c62-87f4-ad4c1e0c2cee,2,APOLLO-LUAD
c36f84e5-8c59-46fe-af32-7f70684383b2,1,TCGA-LUAD
c3d8d2df-dbc3-43e1-96b7-682f841164c1,2,APOLLO-LUAD
147111bd-92d8-4ec5-aa9d-66a27dab8d4a,0,TCGA-LUSC
c3e2e99a-537a-4263-a835-fef5ed2c3588,2,TCGA-LUAD
c3ecd703-d8a8-4f30-aff7-9ba12b40ac70,0,TCGA-LUSC
c4bcc6b0-96a1-452b-9169-b4a16bcb9403,1,TCGA-LUAD
c4dc4ed3-27da-4ef5-9648-7e8332a222cd,1,CPTAC-3
c4dd4c4b-7ea5-4d78-811e-078e45a37b35,0,TCGA-LUSC
c4ea2a5b-8945-49c1-aeb5-b4b4c95cb340,1,CPTAC-3
147bc8eb-2208-4a2d-ba3e-0ecdf62d47e4,1,CPTAC-3
c56f402d-27b5-4d06-9086-b46272d9fe36,0,TCGA-LUSC
c57d8af8-d433-4df9-ba01-455496f8f867,0,TCGA-LUSC
c5922138-4e15-4546-b8a2-8cec6917262d,1,TCGA-LUSC
c592bbab-8971-4aae-bb44-5484a5803e3d,1,CPTAC-3
c5bf53e7-f50b-4ee0-96fc-8b2cf9613bab,2,CPTAC-3
c5cdf98d-fb4e-4869-9e86-259a497b904e,0,TCGA-LUSC
c6070343-86cb-4c71-8984-e8e5a2fd96f8,0,TCGA-LUSC
c64da734-41f3-4863-90a8-dc9871b7ae02,0,TCGA-LUSC
c67f194f-0c71-4835-801c-5b6da7a583ef,1,TCGA-LUSC
c69e8ef1-57a7-439a-9b05-66f14b019322,0,TCGA-LUAD
c6d7291b-7639-40a0-9740-a01bbfc99055,2,CPTAC-3
c70afde9-ba58-47e4-aeec-508a8116418a,2,TCGA-LUSC
c715a19e-edf5-4b70-b331-b784ad341a09,1,CPTAC-3
c7574a06-b8b5-4f6b-a207-c8070d3e442e,0,TCGA-LUSC
14ada415-4959-4b08-9761-c182d55362aa,2,CPTAC-3
c79162f6-be6e-46b1-aca7-438423fed6c3,0,TCGA-LUAD
c80256b6-18f1-49ee-abe7-d34383d0fc5f,2,CDDP_EAGLE-1
c809613c-fffb-4553-834d-c6f24cd06e91,1,CPTAC-3
c8538bd2-1a51-4eb3-9774-27ec30f0614a,1,CDDP_EAGLE-1
c87a4931-e921-4d1e-a6c4-122adf8903d9,2,APOLLO-LUAD
c91e6824-34c7-4004-b3a2-4a9cf9c8c3a3,0,CDDP_EAGLE-1
c92457d3-72c4-40fd-a170-bf2d1ba232dd,2,CPTAC-3
c93c2426-206c-42fc-a58e-136778ae4900,0,CPTAC-3
c95b7f17-919c-4e56-85d8-d1c89bfa35a9,1,CPTAC-3
c96036a1-2f21-47fc-a5ea-54389bf26502,2,TCGA-LUAD
c976274c-090e-45b1-a40e-852c616a47be,2,CPTAC-3
c97d6c2a-9866-4893-8cff-ee747c4a4550,0,TCGA-LUAD
c9904df2-278e-4a70-b2e7-203d31aee6a4,2,CPTAC-3
c9945774-3973-498c-a784-8a7b41b99d5d,2,TCGA-LUSC
ca0cb313-07e6-4ce8-902d-2404d21bfc25,1,CPTAC-3
ca1ed3c2-6a69-4256-bc23-958599a70d45,0,TCGA-LUSC
ca34be5f-799c-4df4-af91-ec8a9e958d6c,0,TCGA-LUAD
ca609db4-8e75-426a-920e-20ab0ee39afb,1,CPTAC-3
ca7e53c0-754a-4c9b-9f02-02abc9d2c6c5,1,CPTAC-3
caa4bc15-6e54-4d5e-9d91-c25e800b71b9,0,TCGA-LUAD
cab5b00a-9cf2-4e1f-b2f3-93d27b73631e,2,TCGA-LUAD
cac5bca1-92c4-4f80-85eb-c6df5741a263,1,TCGA-LUSC
cacccf03-d9f8-47ff-b7c8-101b1407d0bf,2,CPTAC-3
cacf05ae-fcf4-4eb8-bf49-7be59224a5fe,2,CGCI-HTMCP-LC
cb061496-b611-48bb-9484-c6ca07f9951e,0,TCGA-LUAD
cb658a1b-527a-4b66-b067-15da400f4b75,2,TCGA-LUSC
cb93a89c-f291-4042-a988-0fb1b392e4d7,0,TCGA-LUAD
15672a8a-cdae-4d16-8909-7107b96e2503,1,CPTAC-3
cba15984-128b-4bd9-8202-14afbf1f74b2,0,TCGA-LUAD
cbdb3461-117e-47e5-949b-858e21b4681f,0,TCGA-LUSC
cc1174cd-f902-46f0-9e69-b285b2b1317c,2,TCGA-LUAD
cc13dbbd-b93d-4350-9bfe-b22bbce316fe,0,TCGA-LUSC
cc438ab3-8c6b-493a-ae84-f1b10ffa5bd1,2,CPTAC-3
cc481383-4ebf-410c-8dd7-ef0b117bd035,0,TCGA-LUAD
cc519e25-6cb3-403d-b5b9-e28916501815,1,CPTAC-3
cc640c34-516e-4cd8-a32c-d6f9b856696d,0,TCGA-LUAD
cc8fe981-25f1-4b07-a931-7ad2a352d2d8,1,TCGA-LUSC
02a9936a-363e-4874-8f97-715a117973bd,0,TCGA-LUSC
157223aa-aab5-4522-8ff2-8104ea3561d9,2,TCGA-LUAD
cd2cc3a1-d721-4ce9-a62d-c99db2e4ce77,2,TCGA-LUSC
cd2d0bcb-07e2-435d-b6bb-85bd17af9f99,2,CPTAC-3
cd7c5895-cb90-405c-a6ab-2c42bd97abae,2,APOLLO-LUAD
cdbbff89-19eb-474b-b45b-fd20c139765e,0,CPTAC-3
cdc9d3d0-c9d6-4406-baa6-0b67d2f7b25c,1,CPTAC-3
15998b11-5041-4e2d-94d9-cf714c796c13,0,TCGA-LUAD
cde8569f-d0a0-4f05-a86e-0f9d84361faf,0,TCGA-LUAD
cded92df-9367-4ee5-930c-6c87bf2c8eb0,0,TCGA-LUSC
ce53fd27-c9f6-4e0f-87ad-4a596e5a2cd8,1,TCGA-LUSC
ce886e9b-2167-486f-8d8a-d4fec39d86c9,0,TCGA-LUAD
cf282dd2-fc71-41e4-a22d-87ea9de78b71,1,TCGA-LUSC
159c6763-6fc8-4ed6-b21d-7458b1289978,0,TCGA-LUSC
cfb7b25d-e966-4227-a92c-40caaf2cffb7,2,CPTAC-3
cfe75958-4a6a-4313-99e3-c5ae7c73e492,2,CPTAC-3
cff4fca2-d0e1-4e90-9d3c-639f995fc9ed,2,TCGA-LUAD
d00354a6-0cdd-42c0-8d0c-1f87f4fdc843,0,TCGA-LUAD
d022fc3c-86bb-485e-a600-1657f4343445,1,CDDP_EAGLE-1
d03a700e-3959-4bf4-ad4a-2a14e14312e5,0,CPTAC-3
d0435f97-4052-4900-988b-cd5c94e5867d,1,CPTAC-3
d06d516e-25f1-4812-9e38-31b675b86417,1,CPTAC-3
15a57d06-841c-473e-b89e-389f1df3504a,0,TCGA-LUAD
d07b3c07-95f0-40be-8172-b3d98507770a,2,CPTAC-3
d11530dd-3470-4187-8046-e26401ccd91d,0,TCGA-LUSC
d1b72b3b-df9d-49b5-a2f2-b59f283b8735,0,TCGA-LUSC
d1cd32d0-a9d5-4225-86a5-9309e42a2ef1,2,CPTAC-3
d1d499d9-b57f-42ce-9551-f9f18efdbf07,2,TCGA-LUSC
d1df9c09-bc6a-4854-a923-8f3a8ede9ea5,1,APOLLO-LUAD
d1eead4a-c0f9-45d2-8466-e2ff24145ae8,1,CPTAC-3
15c2c11b-42b9-43f0-a954-b1133a34fcad,2,CPTAC-3
d1f98c65-fd27-4893-a5c5-bc0bfe16ac5f,1,TCGA-LUSC
d21e7461-c76d-4ae7-be02-313c3c34118d,2,TCGA-LUAD
d23c89e5-b295-40b7-a5e8-ee1d4a584dd4,0,TCGA-LUAD
d2436cea-20c9-4c32-98d3-61eb445865be,0,TCGA-LUAD
d25009ca-6473-4322-b44d-840547c775a0,1,CPTAC-3
d2ca6204-8113-4d2f-b919-ce840a453e99,2,CPTAC-3
d30182cd-80ad-4912-9404-20411c5253ea,0,TCGA-LUSC
d30a480e-39a4-42e6-922b-c5cda6826687,0,TCGA-LUSC
d3398831-597b-4b11-ad25-61fa384213f3,2,APOLLO-LUAD
d3aa3df2-e1b7-4a0a-b183-ac06e969c00a,2,APOLLO-LUAD
1677f6e6-b177-4f08-9621-4f762c3a2e45,0,TCGA-LUSC
d43ba496-86e0-43ba-9bf8-7fc07d150997,2,CPTAC-3
d43f4bcc-2938-41ec-8f14-75fcafa49fcb,2,CPTAC-3
d4778869-f3f2-481b-ab02-65a654128766,1,TCGA-LUAD
d52fa71c-9f59-407e-8481-d0ac47ba88b2,0,TCGA-LUAD
d54e9279-578f-40cd-8e55-fbd7af5279dd,0,TCGA-LUAD
167b35b1-7858-4b23-8b87-17c660b5d658,2,CPTAC-3
d5e29a6c-176f-4bea-9f51-8fc8d2e6ca38,2,CPTAC-3
d6612221-f6c7-4adb-8402-7df979b35e03,1,TCGA-LUSC
d66f6844-e0fe-4b1a-bbec-2f4e889eb46e,1,CPTAC-3
d6a0842c-cfda-4abe-9197-d1dba14ec313,0,TCGA-LUSC
d72c21fe-ff33-4f1e-a138-420968f1daf4,2,TCGA-LUAD
d732f454-65c9-43ad-9dcb-584b47fa4ae5,0,TCGA-LUSC
d7439e19-2ab4-4209-9628-16e6ae6bc11e,0,TCGA-LUAD
16868c31-baad-4796-a5ca-c65c902580af,0,TCGA-LUSC
d7b8c0a6-cae0-4097-ba02-abe04f545dc1,0,CPTAC-3
d7dc4bcc-d03e-4f5c-9dba-16f7741c96c6,1,CPTAC-3
d81df0fa-def8-4ad8-9266-86745a1842ab,1,CPTAC-3
d84121c5-5421-43a4-825a-40f357ecc97b,0,TCGA-LUAD
d849e09d-3614-435d-b257-8a895c0249ba,0,TCGA-LUSC
d8613cf5-7592-41bf-838c-5dec80454dc1,2,APOLLO-LUAD
d86a1079-2f10-4c42-9b6a-14498715c4ad,0,TCGA-LUAD
169b5555-f64c-4bbd-9c07-af0c42ddb6aa,0,TCGA-LUAD
d89f60e5-23be-42ed-86ed-4ae80a6a1baa,0,TCGA-LUSC
d90f74ef-a9d3-4e68-b4d4-17dddd822391,2,CPTAC-3
d9431251-cfae-44c2-a428-d80b96d58742,1,TCGA-LUSC
d980f19b-9abc-4241-afd0-5c34092bf095,2,TCGA-LUSC
d9865860-a4e5-481f-95e4-3592caf8e33e,2,TCGA-LUSC
d9b57a2a-537d-4782-a5cd-828cbc89c455,1,CPTAC-3
d9cbfa52-2481-420e-b5c9-5b8991d40d15,2,CPTAC-3
da03e1ef-f7e4-4c6f-8bd4-b2baf75e3a56,2,CPTAC-3
da204644-aaaf-48ed-9c8c-3f1ea0a36b3a,0,TCGA-LUSC
da334ea2-a848-4eab-9948-f82a831ba9d9,2,EXCEPTIONAL_RESPONDERS-ER
da5d8d97-8144-480d-808e-6a8108738229,0,TCGA-LUSC
da735a38-ac2a-4bf0-8945-ddd923ddd46e,2,CPTAC-3
dacb9396-4037-4313-bebc-074ffeab0d29,0,TCGA-LUSC
db07bd22-cf7a-4504-9491-1bdeb1e14339,0,TCGA-LUAD
db0b0468-4b6d-4d6c-a16e-0a28b5798ea9,2,TCGA-LUSC
db0caa6a-e863-4dad-a911-0c69127be9df,0,TCGA-LUAD
db3b76cb-5f0d-4df2-b42b-3e66e102b286,0,TCGA-LUSC
db5e9553-ca85-4dcd-9229-2ac1ba208d52,2,TCGA-LUAD
db61f20e-e44a-4992-a9f6-b54fc2dedfb6,2,TCGA-LUAD
db988c90-ccdb-408e-87e0-b10c3ea59621,1,EXCEPTIONAL_RESPONDERS-ER
dba9c344-546c-49db-91df-abd25ae4b0cc,0,TCGA-LUAD
dbb92362-c980-4746-b109-755c49db7be2,0,TCGA-LUSC
dbd7099f-ea3e-4b29-a7b3-dfeca0aa2970,1,CPTAC-3
dc26c8dc-9cb5-489f-9138-f748faa3b3f5,0,TCGA-LUSC
dc782ae2-13ec-4fcd-bae7-cafa8280d5ee,1,TCGA-LUAD
dcacaf1e-6bba-4fd5-a558-7856dc53f0af,2,CGCI-HTMCP-LC
dcbc607b-f0c0-4771-b5eb-2f8defb490a9,0,TCGA-LUSC
dcff773b-20f4-4c90-9a3f-78ef2e0f484e,2,TCGA-LUAD
dd6ec250-8d4d-4129-9664-7451c1760f4b,2,TCGA-LUAD
dd7b14a4-9c21-4b52-b094-296340a246f1,2,CPTAC-3
ddf190fa-393b-46f9-8793-c6eb4f08313b,0,TCGA-LUSC
de26de4a-c738-4a8b-a44a-0eab208c0db2,0,TCGA-LUAD
de82c428-0b33-48e0-a337-42ac0a434a24,0,TCGA-LUAD
17ddff0c-a5c2-4f82-b638-fe13c20de1d3,0,TCGA-LUSC
deb2d529-5ea7-4a41-be07-f9239d7ac759,2,TCGA-LUAD
decff0d9-8dd6-43c3-8969-0dd7576fd083,0,CPTAC-3
deddc259-f962-468a-bfcf-60da1e695833,0,TCGA-LUAD
dedf9f52-7ded-4cc5-bba2-da89a48b5176,0,TCGA-LUSC
df03bdab-42a9-4467-a767-b584bb60e926,0,TCGA-LUAD
df452e00-a7e9-4045-83fb-623885a542d4,2,TCGA-LUAD
df504497-a30e-4a11-a62f-dcb46e741dfb,2,TCGA-LUAD
df540788-5785-41f3-a43e-398aa9067664,0,TCGA-LUSC
18343926-5f51-4bb2-a699-96b31c862241,2,CDDP_EAGLE-1
df995d66-d541-42e4-935e-198829fbecb2,0,TCGA-LUSC
dfb6070a-cc20-441d-baaa-7327d6871b2b,0,TCGA-LUSC
dfc16625-247e-4744-8056-709acfa822e3,2,CPTAC-3
dfc3bc40-b667-4f75-a932-4074c0b0c408,2,TCGA-LUAD
dff43572-4e6b-4cd8-9f38-ed0c415337fa,2,APOLLO-LUAD
e07c8c75-5e6a-49fa-99a9-81202740554a,1,CPTAC-3
e086e4ae-af80-4565-858c-d8eb31f8ebc0,1,CPTAC-3
1860869f-ecb5-43ae-9714-328ff5748c2a,2,TCGA-LUAD
e0d2937c-f96a-4f57-874f-cd4b481de756,2,CPTAC-3
e0ddf105-4c89-4e8f-959e-b7c27edd2fed,1,CPTAC-3
e0f01ea0-8b06-4b4e-b80a-e3a9102d634d,2,CPTAC-3
e0ff7e04-078a-46a4-ac8c-8a287c1d608e,1,TCGA-LUAD
e10aaba3-1a82-405e-8fc5-81594351b775,0,TCGA-LUSC
e1494839-503b-4601-97c2-9dff2c6b7632,0,CPTAC-3
e1638627-67cc-44f9-9a79-6748968a06af,0,TCGA-LUAD
1876b908-e911-464f-be23-2b4eae0a43b6,0,TCGA-LUAD
e16ac2d1-b403-4ee6-93a0-f198c8106483,0,CPTAC-3
e173308d-ac80-4c15-9b0e-e5cb09321a56,0,TCGA-LUAD
e17426a8-cf69-4ed4-b54e-cc33cbadf095,0,TCGA-LUAD
e177e706-936f-4fba-be45-ba53ca518daf,0,TCGA-LUSC
e1b8346e-beca-46d7-8910-4a54d6597c75,0,TCGA-LUSC
e1eb9350-de69-454a-a37c-f9e1a5638ce4,1,CGCI-HTMCP-LC
e20ecad8-f22d-4e2d-99af-bc1be98c5128,2,TCGA-LUAD
1892ebbd-3e26-42c8-b8d0-3fae1122baae,2,CPTAC-3
e21fc8e8-1f42-4c08-a54b-0bcc0f70d816,0,TCGA-LUAD
e236e8c4-0cc5-460b-b259-0966f81d7d97,2,EXCEPTIONAL_RESPONDERS-ER
e2445ad6-2a6a-4ec3-84d8-93cc3c180a58,0,TCGA-LUSC
e24c79d8-899c-48bd-8a20-0a848cdb9993,2,TCGA-LUSC
e264fe2f-c01e-420d-9f5f-d3974eb19905,2,CPTAC-3
e2983e96-2ce4-48e5-8b65-f37d6f4242bc,2,CPTAC-3
e2a4cf03-0b12-477c-b292-c238627c3071,1,CPTAC-3
e3339500-9481-4a24-a3b8-65b86dabc920,0,TCGA-LUAD
18be89fe-3383-45a2-9c0e-b1246e88c82d,0,TCGA-LUAD
e3381c94-214e-4eee-aabd-51a53c542385,1,CPTAC-3
e37ffff5-f795-4ca9-b46b-f59344db48af,2,TCGA-LUAD
e39f6bf6-2206-45f2-a1c0-81fc1d858fd2,1,TCGA-LUAD
e3a36a1b-fa5d-41e6-a84c-bf9e1ffa99c1,0,TCGA-LUSC
e440451a-d436-4933-885b-3951e0767b42,0,TCGA-LUSC
e464e573-8420-4516-a4b0-27850d3a18dd,0,TCGA-LUSC
e46ec4b2-8b21-41e9-84e6-049b7200ca6c,2,CPTAC-3
e481f431-2b44-453a-864c-b733b9059142,1,CPTAC-3
02fe497b-25f6-40f8-9256-e0fedcbe9e95,0,CPTAC-3
e482a7c1-5986-47f8-bd3e-813a227b9358,1,CPTAC-3
e48bf92f-e072-400d-82be-e4b463a28928,1,CDDP_EAGLE-1
e4988cad-67b9-41a6-9640-2226d6b7424a,1,TCGA-LUAD
e4bb1f41-bf42-43f3-aba5-98f3a02a7e03,2,TCGA-LUAD
e4f1f5e7-b13d-4968-a6cc-b877f107e470,0,TCGA-LUSC
e51f7203-836d-4370-8de4-62c23c2d203b,2,CPTAC-3
e585878b-98af-4e3f-b03c-6b5a4e7a202c,0,TCGA-LUAD
191dca25-e199-4d68-9123-2bd9bfa832de,2,CPTAC-3
e5a633f4-9d09-44e4-ad7f-cf16b9ec3db5,2,APOLLO-LUAD
e60b6c8c-a9cb-4129-9177-f8b9da79bd53,1,CPTAC-3
e615e0d2-f715-462a-8132-1318bf79e2b1,0,TCGA-LUSC
e63161c7-b824-4056-8eae-682861e88edb,2,TCGA-LUSC
e6543906-a4e3-447c-8040-310979304204,0,TCGA-LUAD
e6629c88-a050-41ed-afe7-e74255f4d3b1,0,TCGA-LUAD
e6d4a439-2636-4ecf-b611-d2085c258730,0,TCGA-LUSC
19523b40-a72b-47d3-acad-9720a26128ed,0,TCGA-LUSC
e6fbcebb-6fe9-4b0e-aa82-cf42e72b8785,1,TCGA-LUSC
e789877b-6eb5-434c-85b8-a62a99937b98,0,TCGA-LUSC
e7ae9253-4c2d-41bd-9d3a-c37e9841f479,0,TCGA-LUAD
e8010ce0-d45f-4d6b-824e-7e451462880c,0,CPTAC-3
e824e07e-86cd-43eb-8f36-c60f36194f3c,0,TCGA-LUAD
e851fcff-9594-4b7f-8806-d182fee09e0f,2,TCGA-LUSC
e890955f-3a56-4ce0-a744-747b49c5b4cb,0,TCGA-LUSC
e8930982-0895-4d21-ae92-f5180dae0aa8,1,CPTAC-3
19bb0296-340e-4594-9a87-4134b15c7187,0,TCGA-LUAD
e8a0217b-86ba-47ef-83f6-1673cd259aec,1,TCGA-LUSC
e8da0b02-8b75-4a85-b91a-6f8d1582a95c,2,TCGA-LUAD
e8dcd3bc-674e-4e3d-bc11-21ed5914b6b5,0,CPTAC-3
e9381b02-b4ca-41fa-b21a-129345fae533,2,APOLLO-LUAD
e94ee4c0-43bb-4fee-aced-1fe6e9b1408f,1,CPTAC-3
e9a3e1f9-4819-4c53-98b9-831e957513fd,1,CPTAC-3
e9b58b5f-9246-4bf1-b921-1da50b471ceb,2,TCGA-LUSC
19bbe9c8-8ef0-4537-8182-c0803eb423d8,2,CPTAC-3
e9d3cac1-3a16-4e21-8fe8-a4944ce82cb8,0,TCGA-LUAD
ea4acacd-49cb-45eb-88bd-1ef744843db2,2,CDDP_EAGLE-1
ea7375d5-dc6c-4d71-ab75-0a7dccf7ff87,1,CPTAC-3
eac45bfd-6795-47a4-8d6b-5a7c8bc76cd1,1,TCGA-LUAD
eac5ebd0-d788-4908-8eb7-976d6b611667,0,TCGA-LUAD
ebaa5ec4-0c6e-4689-8c1f-6f5f89249151,2,CPTAC-3
19c3cbe3-33ce-4a3c-ad27-6466f373f78b,2,CPTAC-3
ec412ff4-25c1-4f8f-a291-b1dd414a64b7,2,CPTAC-3
ec95a8df-d3f9-432d-af86-d5be5b697634,1,CPTAC-3
eca32303-c94c-433e-bb9e-a299b33d83d1,2,TCGA-LUSC
ecf4dc55-b6a2-47de-8443-ce57b8362209,0,TCGA-LUSC
ecf70659-be5e-4c15-b9f2-f90839e22117,2,CPTAC-3
ed3bcbbc-0f04-415f-a083-e34cefa9e310,0,TCGA-LUAD
19fb2e8f-1227-4388-b553-1fc39c26ed48,2,TCGA-LUSC
ed87047c-76f8-4291-b70f-86fe6524770e,1,APOLLO-LUAD
ed9269ff-344c-48dc-8460-141913b5dc12,2,CPTAC-3
edb9cba3-6c54-4361-8920-583c0b2606aa,0,TCGA-LUSC
edc9bf50-9542-433d-af38-283b4e77f17b,0,TCGA-LUSC
ee8c3f00-4dc6-449f-bebb-4520063d276d,2,CPTAC-3
1a06f92b-21c5-4666-b666-8b9135a4482a,1,TCGA-LUAD
eeacf4ac-09cf-41a8-8066-c38a173e61b4,0,TCGA-LUAD
eeea1378-531a-4440-98d3-29cfc74ff6cf,1,CPTAC-3
ef047b70-6e14-4e71-a2d6-0b3f5373e7c8,2,APOLLO-LUAD
ef229777-5389-4bc3-a2cd-f885d7b5f3b8,1,TCGA-LUSC
ef2621f5-ec61-42ee-879f-9d7615372a5e,0,TCGA-LUAD
ef575aeb-e2e1-43c1-96dc-7c85d2c46ddf,2,CPTAC-3
ef5d5338-8447-46d7-b573-4c812f540b32,0,TCGA-LUSC
1a2c05e5-adb0-4022-b459-5d6555d1ddcc,2,CPTAC-3
efa0220c-08fa-4846-920a-f57eaad5492d,2,CPTAC-3
efae208a-2ce7-4cc4-9071-9192fcd6c668,0,TCGA-LUSC
efb3bf8d-7d14-42d6-8845-e81af909d47f,1,TCGA-LUAD
efcf7073-faf4-4965-9e86-49b44788620e,0,TCGA-LUSC
eff6c35a-c977-41f4-953a-eb20227991f4,0,TCGA-LUSC
f008184d-780c-4d48-ad7c-31b86c13e1c2,2,CDDP_EAGLE-1
f0112e37-cb92-40a9-8f9d-b524cc501a7b,2,APOLLO-LUAD
f0599560-eb57-4d05-b9be-09d70aa1baa5,0,TCGA-LUSC
1a4c524e-8e75-436e-8ccf-cce6ae3d6eb3,0,TCGA-LUAD
f0890456-1013-4e8a-9132-f05e2a1be5f2,1,TCGA-LUAD
f1093c10-734b-4358-831f-bdd48fef8a2d,2,CPTAC-3
f134bb5f-7ea6-4a38-85a9-150bb7c2eccc,0,TCGA-LUSC
f15dc2b8-c1e3-4e27-8245-c4706baa8517,0,TCGA-LUSC
f1925d79-5dae-40b3-8699-6ea713cae738,0,TCGA-LUSC
f19a1a66-ddc9-4567-80db-d009bb455b25,0,TCGA-LUAD
f19f38a0-9e3b-4d6d-be42-62671c5a7f63,0,TCGA-LUSC
030d778f-ecb4-44eb-8baa-4286e18c9fdd,0,TCGA-LUAD
f1acda6d-314c-446b-bac1-d59491b04f5e,0,TCGA-LUSC
f1b1d4ff-2556-44c0-80b0-1fd3b659c227,0,TCGA-LUAD
f1f94e9d-52e6-4fd1-ba74-ecea2df5a064,1,CPTAC-3
f201ba16-5cb7-42d0-9865-e413fffa3532,0,TCGA-LUAD
f24cdde4-9bd2-4cd8-ab7f-7d20776f063e,1,HCMI-CMDC
f2cfd77e-0bf6-4315-b72b-ce09169d8183,2,CPTAC-3
f2d6b758-501e-447a-a3d0-f899e532ac84,0,TCGA-LUAD
1a8fa56b-deaf-48ac-958c-46b5c86cdb80,2,TCGA-LUSC
f2dbb2df-c98b-42d1-9fad-9708bc42fa03,1,TCGA-LUAD
f2f16e96-2c61-47f3-a697-baec786f07a1,0,TCGA-LUSC
f31f1008-cde3-4ca6-8864-8b1e7efbb856,0,TCGA-LUSC
f36f6f42-60d3-49ea-8397-5a9663c54671,1,TCGA-LUSC
f3705f68-9ed0-4945-9554-5cb2a7dd20dc,0,TCGA-LUSC
f37c7314-1a66-4c2e-85b1-84adea5d1667,0,TCGA-LUSC
f3bd393f-b26a-4a09-8b00-521a0438b5bf,2,CPTAC-3
1ab1279d-7ccd-4450-8de8-9987bf6627dd,0,TCGA-LUAD
f3ea3593-5777-42b2-b4b6-561151817fde,2,CPTAC-3
f3f4afe4-9af3-4034-9605-d3a649583916,1,CPTAC-3
f4288244-7a1c-4a61-98f6-6c1a06ccde2d,0,TCGA-LUAD
f44487c3-b3df-43f9-8f8b-e5c80ee517f8,1,CPTAC-3
f47927c5-e1e9-4152-9817-79aa6e64111a,0,TCGA-LUAD
f4e560d7-8bfa-4514-9b33-2795aab5ce0d,1,CPTAC-3
f51ce896-53bf-4f3b-ac5f-a499b84a7add,0,TCGA-LUAD
1af8fb08-9f78-4db3-92f5-ee4df320c12e,2,CPTAC-3
f530328f-bab1-494c-b18d-a1ef73ff76c0,1,CPTAC-3
f56d0159-d339-441a-a2b8-5cd19b2fe376,1,CPTAC-3
f5c5e4f8-c470-4220-b7e5-e86fd731e26c,2,CPTAC-3
f5f995b6-3075-4cf9-be6e-cf350be932c5,2,CPTAC-3
f60cd94a-dd5f-4cbb-86e9-c5c97713fd04,0,TCGA-LUSC
f6853b8a-5bb5-4e1e-aefb-021ecbe0efac,2,CPTAC-3
f7a10e9e-496d-4664-b62d-c2d5e6ea662c,2,TCGA-LUSC
